Munsell Color Science Laboratory,http://www.cis.rit.edu/research/mcsl2/online/cie.php
505,0.53136
506,0.54619
507,0.56118
508,0.57629
509,0.5915
510,0.606741
511,0.62215
512,0.63783
513,0.65371
514,0.66968
515,0.68566
516,0.70155
517,0.71723
518,0.73257
519,0.74746
520,0.761757
521,0.77534
522,0.78822
523,0.80046
524,0.81214
525,0.82333
526,0.83412
527,0.8446
528,0.85487
529,0.86504
530,0.875211
531,0.88537
532,0.89537
533,0.90515
534,0.91465
535,0.92381
536,0.93255
537,0.94081
538,0.94852
539,0.9556
540,0.961988
541,0.96754
542,0.97223
543,0.97617
544,0.97946
545,0.9822
546,0.98452
547,0.98652
548,0.98832
549,0.99002
550,0.991761
551,0.99353
552,0.99523
553,0.99677
554,0.99809
555,0.99911
556,0.99977
557,1
558,0.99971
559,0.99885
560,0.99734
561,0.99526
562,0.99274
563,0.98975
564,0.9863
565,0.98238
566,0.97798
567,0.97311
568,0.96774
569,0.96189
570,0.955552
571,0.948601
572,0.940981
573,0.932798
574,0.924158
575,0.915175
576,0.905954
577,0.896608
578,0.887249
579,0.877986
580,0.868934
581,0.860164
582,0.851519
583,0.842963
584,0.834393
585,0.825623
586,0.816764
587,0.807544
588,0.797947
589,0.787893
590,0.777405
591,0.76649
592,0.755309
593,0.743845
594,0.73219
595,0.720353
596,0.708281
597,0.696055
598,0.683621
599,0.671048
600,0.658341
601,0.645545
602,0.632718
603,0.619815
604,0.606887
605,0.593878
606,0.580781
607,0.567653
608,0.55449
609,0.541228
610,0.527963
611,0.514634
612,0.501363
613,0.488124
614,0.474935
615,0.461834
616,0.448823
617,0.435917
618,0.423153
619,0.410526
620,0.398057
621,0.385835
622,0.373951
623,0.362311
624,0.350863
625,0.339554
626,0.328309
627,0.317118
628,0.305936
629,0.294737
630,0.283493
631,0.272222
632,0.26099
633,0.249877
634,0.238946
635,0.228254
636,0.217853
637,0.20778
638,0.198072
639,0.188748
640,0.179828
641,0.171285
642,0.163059
643,0.155151
644,0.147535
645,0.140211
646,0.13317
647,0.1264
648,0.119892
649,0.11364
650,0.107633
651,0.10187
652,0.096347
653,0.091063
654,0.08601
655,0.081187
656,0.076583
657,0.072198
658,0.068024
659,0.064052
660,0.060281
661,0.056697
662,0.053292
663,0.050059
664,0.046998
665,0.044096
666,0.041345
667,0.0387507
668,0.0362978
669,0.0339832
670,0.0318004
671,0.0297395
672,0.0277918
673,0.0259551
674,0.0242263
675,0.0226017
676,0.0210779
677,0.0196505
678,0.0183153
679,0.0170686
680,0.0159051
681,0.0148183
682,0.0138008
683,0.0128495
684,0.0119607
685,0.0111303
686,0.0103555
687,0.0096332
688,0.0089599
689,0.0083324
690,0.0077488
691,0.0072046
692,0.0066975
693,0.0062251
694,0.005785
695,0.0053751
696,0.0049941
697,0.0046392
698,0.0043093
699,0.0040028
700,0.00371774
701,0.00345262
702,0.00320583
703,0.00297623
704,0.00276281
705,0.00256456
706,0.00238048
707,0.00220971
708,0.00205132
709,0.00190449
710,0.00176847
711,0.00164236
712,0.00152535
713,0.00141672
714,0.00131595
715,0.00122239
716,0.00113555
717,0.00105494
718,0.00098014
719,0.00091066
720,0.00084619
721,0.00078629
722,0.00073068
723,0.00067899
724,0.00063101
725,0.00058644
726,0.00054511
727,0.00050672
728,0.00047111
729,0.00043805
730,0.00040741
731,0.000378962
732,0.000352543
733,0.000328001
734,0.000305208
735,0.000284041
736,0.000264375
737,0.000246109
738,0.000229143
739,0.000213376
740,0.00019873
741,0.000185115
742,0.000172454
743,0.000160678
744,0.00014973
745,0.00013955
746,0.000130086
747,0.00012129
748,0.000113106
749,0.000105501
750,0.000098428
751,0.000091853
752,0.000085738
753,0.000080048
754,0.000074751
755,0.000069819
756,0.000065222
757,0.000060939
758,0.000056942
759,0.000053217
760,0.000049737
761,0.000046491
762,0.000043464
763,0.000040635
764,0.000038
765,3.55405E-005
766,3.32448E-005
767,3.11006E-005
768,0.000029099
769,2.72307E-005
770,0.000025486
771,2.38561E-005
772,2.23332E-005
773,2.09104E-005
774,1.95808E-005
775,1.83384E-005
776,1.71777E-005
777,1.60934E-005
778,0.00001508
779,1.41336E-005
780,0.000013249
781,1.24226E-005
782,1.16499E-005
783,1.09277E-005
784,1.02519E-005
785,9.6196E-006
786,9.0281E-006
787,0.000008474
788,7.9548E-006
789,7.4686E-006
790,7.0128E-006
791,6.5858E-006
792,6.1857E-006
793,5.8107E-006
794,0.000005459
795,5.1298E-006
796,4.8206E-006
797,4.5312E-006
798,4.2591E-006
799,4.0042E-006
800,3.76473E-006
801,0.00000354
802,3.32914E-006
803,3.13115E-006
804,2.94529E-006
805,2.77081E-006
806,2.60705E-006
807,2.45329E-006
808,2.30894E-006
809,2.17338E-006
810,2.04613E-006
811,1.92662E-006
812,1.8144E-006
813,0.000001709
814,1.60988E-006
815,1.51677E-006
816,1.42921E-006
817,1.34686E-006
818,1.26945E-006
819,1.19662E-006
820,1.12809E-006
821,1.06368E-006
822,1.00313E-006
823,9.4622E-007
824,8.9263E-007
825,8.4216E-007
826,7.9464E-007
827,7.4978E-007
828,7.0744E-007
829,6.6748E-007
830,6.297E-007
